title,publisher,doi,published,cited_num,times_cited,abstract,keywords,keyword_plus,authors_address,author_university,author_id,cited
Lee (2009) treatment-effect bounds for nonrandom sample selection,STATA JOURNAL,NO DOI,2014,19,0,"Nonrandom sample selection may render estimated treatment effects biased even if assignment of treatment is purely random. Lee (2009, Review of Economic Studies, 76: 1071-1102) proposes an estimator for treatment-effect bounds that limit the possible range of the treatment effect. In this approach, the lower and upper bound correspond to extreme assumptions about the missing information that are consistent with the observed data. In contrast to conventional parametric approaches to correcting for sample-selection bias, Lee's bounds estimator rests on very few assumptions. I introduce the new command leebounds, which implements the estimator in Stata. The command allows for several options, such as tightening bounds by using covariates.","st0364,leebounds,nonparametric,randomized trial,sample selection,attrition,bounds,treatment effect","NONPARAMETRIC BOUNDS,VARIABLES,MODELS,BIAS","Tauchmann, Harald@Univ Erlangen Nurnberg, Rheinisch Westfal Inst Wirtschaftsforsch RWI, Nurnberg, Germany@Ctr Hlth Econ Res CINCH, Nurnberg, Germany","Tauchmann, Harald@University of Erlangen Nuremberg@RWI - Leibniz Institut fur Wirtschaftsforschung",not exist,"SEMIPARAMETRIC ESTIMATION OF CENSORED SELECTION MODELS WITH A NONPARAMETRIC SELECTION MECHANISM+AHN, H; POWELL, JL+JOURNAL OF ECONOMETRICS+JUL 1993::Does money burn fat? Evidence from a randomized experiment+Augurzky, B.; Bauer, T. K.; Reichert, A. R.<span class=""fcr-data-normal"">; et al</span><span class=""fcr-data-additional"" style=""display: none;"">; Schmidt, C. M.; Tauchmann, H</span>.+Ruhr Economic Papers No. 368+2012::Bounds on treatment effects from studies with imperfect compliance+Balke, A; Pearl, J+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+SEP 1997::no title+Beresteanu, A.; Manski, C. F.+Bounds for STATA: Draft Version 1.0+2000::A case study of a workplace wellness program that offers financial incentives for weight loss+Cawley, John; Price, Joshua A.+JOURNAL OF HEALTH ECONOMICS+SEP 2013::The performance of sample selection estimators to control for attrition bias+Grasdal, A+HEALTH ECONOMICS+JUL 2001::COMMON STRUCTURE OF STATISTICAL-MODELS OF TRUNCATION, SAMPLE SELECTION AND LIMITED DEPENDENT VARIABLES AND A SIMPLE ESTIMATOR FOR SUCH MODELS+HECKMAN, JJ+ANNALS OF ECONOMIC AND SOCIAL MEASUREMENT+1976::SAMPLE SELECTION BIAS AS A SPECIFICATION ERROR+HECKMAN, JJ+ECONOMETRICA+1979::Nonparametric analysis of randomized experiments with missing covariate and outcome data+Horowitz, JL; Manski, CF+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+MAR 2000::Semiparametric Least Squares Estimation of Multiple Index Models: Single Equation Estimation+Ichimura, Hidehiko; Lee, Lung-Fei.+NONPARAMETRIC SEMIPA+1991::Confidence intervals for partially identified parameters+Imbens, GW; Manski, CF+ECONOMETRICA+NOV 2004::Training, Wages, and Sample Selection: Estimating Sharp Bounds on Treatment Effects+Lee, David S.+REVIEW OF ECONOMIC STUDIES+JUL 2009::no title+Manski, C.F.+Identification Problems in the Social Sciences+1995::NONPARAMETRIC BOUNDS ON TREATMENT EFFECTS+MANSKI, CF+AMERICAN ECONOMIC REVIEW+MAY 1990::Monotone instrumental variables: With an application to the returns to schooling+Manski, CF; Pepper, JV+ECONOMETRICA+JUL 2000::Monotone treatment response+Manski, CF+ECONOMETRICA+NOV 1997::Selection problem+Manski, Charles.+ADV ECONOMETRICS+1994::Nonparametric bounds for the causal effect in a binary instrumental-variable model+Palmer, Tom M.; Ramsahai, Roland R.; Didelez, Vanessa; et al.+STATA JOURNAL+2011::The Heckman correction for sample selection and its critique+Puhani, PA+JOURNAL OF ECONOMIC SURVEYS+FEB 2000"
General-to-specific modeling in Stata,STATA JOURNAL,NO DOI,2014,22,2,"Empirical researchers are frequently confronted with issues regarding which explanatory variables to include in their models. This article describes the application of a well-known model-selection algorithm to Stata: general-to-specific (GETS) modeling. This process provides a prescriptive and defendable way of. selecting a few relevant variables from a large list of potentially important variables when fitting a regression model. Several empirical issues in GETS modeling are then discussed, specifically, how such an algorithm can be applied to estimations based upon cross-sectional, time-series, and panel data. A command is presented, written in Stata and Mata, that implements this algorithm for various data types in a flexible way. This command is based on Stata's regress or xtreg command, so it is suitable for researchers in the broad range of fields where regression analysis is used. Finally, the genspec command is illustrated using data from applied studies of GETS modeling with Monte Carlo simulation. It is shown to perform as empirically predicted and to have good size and power (or gauge and potency) properties under simulation.","st0365,genspec,model selection,general to specific,statistical analysis,specification tests","HETEROSCEDASTICITY,ECONOMETRICS,REGRESSIONS,SELECTION,BASEMENT,TESTS","Clarke, Damian@Univ Oxford, Dept Econ, Oxford, England","Clarke, Damian@University of Oxford",not exist,"SIMPLE TEST FOR HETEROSCEDASTICITY AND RANDOM COEFFICIENT VARIATION+BREUSCH, TS; PAGAN, AR+ECONOMETRICA+1979::THE LAGRANGE MULTIPLIER TEST AND ITS APPLICATIONS TO MODEL-SPECIFICATION IN ECONOMETRICS+BREUSCH, TS; PAGAN, AR+REVIEW OF ECONOMIC STUDIES+1980::Mortality density forecasts: An analysis of six stochastic mortality models+Cairns, Andrew J. G.; Blake, David; Dowd, Kevin; et al.+INSURANCE MATHEMATICS &amp; ECONOMICS+MAY 2011::Constructive data mining: Modeling consumers' expenditure in Venezuela+Campos, J.; Ericsson, N. R.+&lt;IT&gt;Econometrics Journal&lt;/IT&gt;+1999::General-to-Specific Modeling: An Overview and Selected Bibliography+Campos, Julia; Ericsson, Neil R.; Hendry, David F.+INT FINANCE DISCUSSI+2005::Model selection when there are multiple breaks+Castle, Jennifer L.; Doornik, Jurgen A.; Hendry, David F.+JOURNAL OF ECONOMETRICS+AUG 2012::TESTS OF EQUALITY BETWEEN SETS OF COEFFICIENTS IN 2 LINEAR REGRESSIONS+CHOW, GC+ECONOMETRICA+1960::Testing for serial correlation in linear panel-data models+Drukker, D.M.+Stata Journal+2003::AUTOREGRESSIVE CONDITIONAL HETEROSCEDASTICITY WITH ESTIMATES OF THE VARIANCE OF UNITED-KINGDOM INFLATION+ENGLE, RF+ECONOMETRICA+1982::Methodology: Alchemy or science?+Hansen, BE+ECONOMIC JOURNAL+SEP 1996::no title+Harrell, F. E.+Regression Modeling Strategies, With Applications to Linear Models, Logistic Regression and Survival Analysis+2001::The properties of automatic GETS modelling+Hendry, DF; Krolzig, HM+ECONOMIC JOURNAL+MAR 2005::We ran one regression+Hendry, DF; Krolzig, HM+OXFORD BULLETIN OF ECONOMICS AND STATISTICS+DEC 2004::Data mining reconsidered: encompassing and the general- to-specific approach to specification search+Hoover, K. D.; Perez, S. J.+Econometrics Journal+1999::Truth and robustness in cross-country growth regressions+Hoover, KD; Perez, SJ+OXFORD BULLETIN OF ECONOMICS AND STATISTICS+DEC 2004::Sinning in the basement: What are the rules? The ten commandments of applied econometrics+Kennedy, PE+JOURNAL OF ECONOMIC SURVEYS+SEP 2002::Peter Kennedy's sinning in the basement: A comment - Reply+Kennedy, PE+JOURNAL OF ECONOMIC SURVEYS+SEP 2002::Computer automation of general-to-specific model selection procedures+Krolzig, HM; Hendry, DF+JOURNAL OF ECONOMIC DYNAMICS &amp; CONTROL+JUN-JUL 2001::DATA MINING+LOVELL, MC+REVIEW OF ECONOMICS AND STATISTICS+1983::TESTS FOR SPECIFICATION ERRORS IN CLASSICAL LINEAR LEAST-SQUARES REGRESSION ANALYSIS+RAMSEY, JB+JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY+1969::Automated Model Selection in Finance: General-to-Specific Modelling of the Mean and Volatility Specifications+Sucarrat, Genaro; Escribano, Alvaro+OXFORD BULLETIN OF ECONOMICS AND STATISTICS+OCT 2012::Econometric Analysis of Cross Section and Panel Data, 2nd Edition+Wooldridge, JM+ECONOMETRIC ANALYSIS OF CROSS SECTION AND PANEL DATA, 2ND EDITION+2010"
Robust data-driven inference in the regression-discontinuity design,STATA JOURNAL,NO DOI,2014,21,59,"In this article, we introduce three commands to conduct robust data-driven statistical inference in regression-discontinuity (RD) designs. First, we present rdrobust, a command that implements the robust bias-corrected confidence intervals proposed in Calonico, Cattaneo, and Titiunik (2014d, Econometrica 82: 2295-2326) for average treatment effects at the cutoff in sharp RD, sharp kink RD, fuzzy RD, and fuzzy kink RD designs. This command also implements other conventional nonparametric RD treatment-effect point estimators and confidence intervals. Second, we describe the companion command rdbwselect, which implements several bandwidth selectors proposed in the RD literature. Following the results in Calonico, Cattaneo, and Titiunik (2014a, Working paper, University of Michigan), we also introduce rdplot, a command that implements several data-driven choices of the number of bins in evenly spaced and quantile-spaced partitions that are used to construct the RD plots usually encountered in empirical applications. A companion R package is described in Calonico, Cattaneo, and Titiunik (2014b, Working paper, University of Michigan).","st0366,rdrobust,rdbwselect,rdplot,regression discontinuity (RD),sharp RD,sharp kink RD,fuzzy RD,fuzzy kink RD,treatment effects,local polynomials,bias correction,bandwidth selection,RD plots","PROGRAM-EVALUATION,ESTIMATORS","Calonico, Sebastian@Univ Miami, Coral Gables, FL 33124 USA::Cattaneo, Matias D.@Univ Michigan, Ann Arbor, MI 48109 USA::Titiunik, Rocio@Univ Michigan, Ann Arbor, MI 48109 USA","Calonico, Sebastian@University of Miami::Cattaneo, Matias D.@University of Michigan@University of Michigan System::Titiunik, Rocio@University of Michigan@University of Michigan System",not exist,"Large sample properties of matching estimators for average treatment effects+Abadie, A; Imbens, GW+ECONOMETRICA+JAN 2006::Supplement to Robust nonparametric confidence intervals for regression-discontinuity designs+Calonico, S.+Econometica Supplementary Materials+2014::On the Effect of Bias Estimation on Coverage Accuracy in Nonparametric Inference+Calonico, S.; Cattaneo, M.D.; Farrell, M.H.+Working paper+2014::ROBUST NONPARAMETRIC CONFIDENCE INTERVALS FOR REGRESSION-DISCONTINUITY DESIGNS+Calonico, Sebastian; Cattaneo, Matias D.; Titiunik, Rocio+ECONOMETRICA+NOV 2014::Local polynomial order in regression discontinuity designs+Card, D; Pei, Z; Lee, DS<span class=""fcr-data-normal"">; et al</span><span class=""fcr-data-additional"" style=""display: none;"">; Weber, A</span>.+Working paper+2014::Randomization inference in the regression discontinuity design: An application to party advantages in the U.S. Senate+Cattaneo, M. D.; Frandsen, B.; Titiunik, R.+Journal of Causal Inference+no time::Optimal convergence rates, Bahadur representation, and asymptotic normality of partitioning estimators+Cattaneo, Matias D.; Farrell, Max H.+JOURNAL OF ECONOMETRICS+JUN 2013::Program Evaluation and Research Designs+DiNardo, John; Lee, David S.+HANDBOOK OF LABOR ECONOMICS, VOL 4A+2011::Jumpy or kinky? Regression discontinuity without the discontinuity+Dong, Y.+Working Paper+2011::no title+Gijbels, I.; Fan, J.+Local polynomial modeling and its applications.+1996::Identification and estimation of treatment effects with a regression-discontinuity design+Hahn, JY; Todd, P; Van der Klaauw, W+ECONOMETRICA+JAN 2001::ECONOMETRIC EVALUATION OF SOCIAL PROGRAMS, PART I: CAUSAL MODELS, STRUCTURAL MODELS AND ECONOMETRIC POLICY EVALUATION+Heckman, James J.; Vytlacil, Edward J.+HANDBOOK OF ECONOMETRICS, VOL 6B+2007::Optimal Bandwidth Choice for the Regression Discontinuity Estimator+Imbens, Guido; Kalyanaraman, Karthik+REVIEW OF ECONOMIC STUDIES+JUL 2012::Regression discontinuity designs: A guide to practice+Imbens, Guido W.; Lemieux, Thomas+JOURNAL OF ECONOMETRICS+FEB 2008::Recent Developments in the Econometrics of Program Evaluation+Imbens, Guido W.; Wooldridge, Jeffrey M.+JOURNAL OF ECONOMIC LITERATURE+MAR 2009::Randomized experiments from non-random selection in US House elections+Lee, David S.+JOURNAL OF ECONOMETRICS+FEB 2008::Regression Discontinuity Designs in Economics+Lee, David S.; Lemieux, Thomas+JOURNAL OF ECONOMIC LITERATURE+JUN 2010::Does head start improve children's life chances? Evidence from a regression discontinuity design+Ludwig, Jens; Miller, Douglas L.+QUARTERLY JOURNAL OF ECONOMICS+FEB 2007::Estimation in the regression discontinuity model+Porter, Jack.+Working Paper+2003::outreg2: Stata module to arrange regression outputs into an illustrative table+Wada, R.+Statistical Software Components 5456416+2005::no title+WAND, M. P; JONES, M. C.+Kernel smoothing+1995"
"adjcatlogit, ccrlogit, and ucrlogit: Fitting ordinal logistic regression models",STATA JOURNAL,NO DOI,2014,8,3,"In this article, I present three commands that perform adjacent-category logistic regression (adjcatlogit), constrained continuation-ratio logistic regression (ccrlogit), and unconstrained continuation-ratio logistic regression (ucrlogit) for ordered response data.","st0367,adjcatlogit,ccrlogit,ucrlogit,ordinal models,ordered regression,logistic models,adjacent category,continuation ratio",,"Fagerland, Morten W.@Oslo Univ Hosp, Oslo Ctr Biostat & Epidemiol Res Support Serv, Oslo, Norway","Fagerland, Morten W.@University of Oslo",not exist,"no title+Agresti, A.+Analysis of Ordinal Categorical Data+2010::Regression models for ordinal responses: A review of methods and applications+Ananth, CV; Kleinbaum, DG+INTERNATIONAL JOURNAL OF EPIDEMIOLOGY+DEC 1997::no title+Fagerland, M. W.; Hosmer, D. W.+Tests for goodness of fit in ordinal logistic regression models+2014::ALTERNATIVE MODELS FOR ORDINAL LOGISTIC-REGRESSION+GREENLAND, S+STATISTICS IN MEDICINE+AUG 30 1994::Applied Logistic Regression, 3rd Edition+Hosmer, DW; Lemeshow, S; Sturdivant, RX+APPLIED LOGISTIC REGRESSION, 3RD EDITION+2013::no title+McCullagh, P.; Nelder, JA.+Generalized Linear Models+1989::Generalized ordered logit/partial proportional odds models for ordinal dependent variables+Williams, Richard+STATA JOURNAL+2006::sg86: Continuation-ratio models for ordinal response data+Wolfe, R.+Stata Technical Bulletin+1998"
Collecting and organizing Stata graphs,STATA JOURNAL,NO DOI,2014,7,0,"Stata includes a powerful set of tools for constructing a wide array of graphs. Stata's graphing capabilities are well suited for describing exploratory or preliminary data analyses as well as producing publication-quality graphics. Currently, however, Stata does not have a built-in suite of commands for constructing various types of files (for example, HTML,TEX, or RTF files) to display multiple graphs. Such files can be invaluable for organizing and facilitating the interpretation of the numerous graphs needed throughout an analysis or in the final stage of a project. In this article, we provide an overview of two commands, graphsto and graphout, designed to organize and process multiple graphs across various file types.","gr0060,graphsto,graphout,graph,graph export,HTML,RTF,TEX",AUTOMATIC-GENERATION,"Wolfe, Joseph D.@Univ Alabama Birmingham, Birmingham, AL 35233 USA::Bauldry, Shawn@Univ Alabama Birmingham, Birmingham, AL 35233 USA","Wolfe, Joseph D.@University of Alabama Birmingham@University of Alabama System::Bauldry, Shawn@University of Alabama Birmingham@University of Alabama System",not exist,"File filtering in Stata: Handling complex data formats and navigating log files efficiently+Eng, John+STATA JOURNAL+2007::Automatic generation of documents+Gini, Rosa; Pasquini, Jacopo+STATA JOURNAL+2006::Making regression tables from stored estimates+Jann, B.+&lt;IT&gt;Stata Journal &lt;/IT&gt;+2005::Making regression tables simplified+Jann, Ben+STATA JOURNAL+2007::Sar: Automatic generation of statistical reports using Stata and Microsoft Word for Windows+Lo Magno, Giovanni L.+STATA JOURNAL+2013::no title+Mitchell, M.+Interpreting and Visualizing Regression Models Using Stata.+2012::no title+Mitchell, M. N.+A Visual Guide to Stata Graphics+2012"
Speaking Stata: Design plots for graphical summary of a response given factors,STATA JOURNAL,NO DOI,2014,28,0,"Design plots, as defined in this article, show summaries of a response variable given the classes or distinct levels of numeric or string variables presented as influencing factors. Any summarize results can be plotted using statsby as an engine to produce summaries for groups of observations defined by classes and their cross-combinations, graph dot is used by default, but graphs may readily be recast using graph hbar or graph bar. Such plots offer scope for detailed yet concise data exploration and reporting.","gr0061,designplot,design plots,graphics,grmeanby,statsby,summarize",TABLES,"Cox, Nicholas J.@Univ Durham, Dept Geog, Durham, England","Cox, Nicholas J.@Durham University",not exist,"no title+[Anonymous].+STATA TECHNICAL B RE+no time::no title+Anscombe, F.+Computing in Statistical Science Through APL+1981::no title+Box, G. E.; Hunter, J. S.; Hunter, W. G.+Statistics for experiments: Design, innovation, and discovery+2005::How to get lucky+Box, G. E. P.+Quality Engineering+1993::The loss of the Titanic. The results analysed and shown in a special Sphere diagram drawn from the official figures given in the House of Commons+Bron, G.+Sphere+1912::no title+no author+Statistical Models in S+1992::no title+Cleveland, W. S.+The Elements of Graphing Data+1994::GRAPHICAL METHODS FOR DATA PRESENTATION - FULL SCALE BREAKS, DOT CHARTS, AND MULTIBASED LOGGING+CLEVELAND, WS+AMERICAN STATISTICIAN+1984::Three-way analyses+Cook, N. R.+Exploring Data Tables, Trends, and Shapes+1985::Speaking Stata: Axis practice, or what goes where on a graph+Cox, Nicholas J.+STATA JOURNAL+2012::Speaking Stata: Matrices as look-up tables+Cox, Nicholas J.+STATA JOURNAL+2012::Speaking Stata: The statsby strategy+Cox, Nicholas J.+STATA JOURNAL+2010::Speaking stata: Between tables and graphs+Cox, Nicholas J.+STATA JOURNAL+2008::no title+Crawley, Michael j.+The R Book+2013::The Unusual Episode data revisited+Dawson, R. J. M.+J Stat Edu+1995::no title+Edwards, AWF.+Cogwheels of the Mind: The Story of Venn Diagrams+2004::Displays for data from large designed experiments+Freeny, A.E.; Landwehr, J.M.+Computing Science and Statistics. Statistics of Many Parameters: Curves, Images, Spatial Models. Proceedings of the 22nd Symposium on the Interface+1992::no title+Gelman,, A.; Hill,, J.+Data analysis using regression and multilevel/hierarchical models+2007::1993. gr12: Graphs of means and medians by categorical variables+Gould, W. W.+Stata Technical Bulletin+1993::no title+Harrell, F. E.+Regression Modeling Strategies, With Applications to Linear Models, Logistic Regression and Survival Analysis+2001::no title+Hoaglin, D.; Mosteller, F.; Tukey, J.+Fundamentals of exploratory analysis of variance+1991::Graphical exploratory analysis of variance illustrated on a splitting of the Johnson and Tsao data+Johnson, E. G.; Tukey, J. W.+Design, Data, and Analysis by Some Friends of Cuthbert Daniel+1987::FUNDAMENTALS OF EXPLORATORY ANALYSIS OF VARIANCE - HOAGLIN,DC, MOSTELLER,F, TUKEY,JW+ROBERTS, S+AMERICAN JOURNAL OF PSYCHOLOGY+SUM 1993::no title+Tufte, ER.+The visual display of quantitative information.+2001::no title+Tukey, JW.+Exploratory data analysis+1977::no title+van Belle,, G.+Statistical rules of thumb+2008::no title+Yandell, B.S.+Practical Data Analysis for Designed Experiments+1997::Analysing Ecological Data+Zuur, AF; Ieno, EN; Smith, GM+ANALYSING ECOLOGICAL DATA+2007"
Stata tip 121: Box plots side by side,STATA JOURNAL,NO DOI,2014,3,0,no abstract,,,"Cox, Nicholas J.@Univ Durham, Dept Geog, Durham, England","Cox, Nicholas J.@Durham University",not exist,"Stata tip 6: Inserting awkward characters in the plot+Cox, N. J.+Stata Journal+2004::Speaking Stata: Creating and varying box plots (vol 9, pg 478, 2009)+Cox, Nicholas J.+STATA JOURNAL+2013::Speaking Stata: Creating and varying box plots+Cox, Nicholas J.+STATA JOURNAL+2009"
ivtreatreg: A command for fitting binary treatment models with heterogeneous response to treatment and unobservable selection,STATA JOURNAL,NO DOI,2014,22,19,"In this article, I present ivtreatreg, a command for fitting four different binary treatment models with and without heterogeneous average treatment effects under selection-on-unobservables (that is, treatment endogeneity). Depending on the model specified by the user, ivtreatreg provides consistent estimation of average treatment effects by using instrumental-variables estimators and a generalized two-step Heckman selection model. The added value of this new command is that it allows for generalization of the regression approach typically used in standard program evaluation by assuming heterogeneous response to treatment. It also serves as a sort of toolbox for conducting joint comparisons of different treatment methods, thus readily permitting checks on the robustness of results.","st0346,ivtreatreg,microeconometrics,treatment models,instrumental variables,unobservable selection,treatment endogeneity,heterogeneous treatment response","CAUSAL INFERENCE,INTERFERENCE,VARIABLES","Cerulli, Giovanni@CNR, Inst Econ Res Firms & Growth, Natl Res Council Italy, Ceris, Rome, Italy","Cerulli, Giovanni@Consiglio Nazionale delle Ricerche (CNR)",not exist,"Implementing matching estimators for average treatment effects in Stata+Abadie, A.; Drukker, D.; Herr, J. L.+The Stata Journal+2004::Sources of identifying information in evaluation models+Angrist, J; Imbens, G.+NBER Technical Working Papers+1991::Identification of causal effects using instrumental variables+Angrist, JD; Imbens, GW; Rubin, DB+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+JUN 1996::Stata module for regression discontinuity estimation+Austin, N. A.+Statistical Software Components S456888+2007::Estimation of average treatment effects based on propensity scores+Becker, S. D.; Ichino, A.+The Stata Journal+2002::Efficient semiparametric estimation of multi-valued treatment effects under ignorability+Cattaneo, Matias D.+JOURNAL OF ECONOMETRICS+APR 2010::Estimation of multivalued treatment effects under conditional independence+Cattaneo, Matias D.; Drukker, David M.; Holland, Ashley D.+STATA JOURNAL+2013::treatrew: A user-written command for estimating average treatment effects by reweighting on the propensity score+Cerulli, Giovanni+STATA JOURNAL+2014::no title+Cox, D. R.+Planning of Experiments+1958::The economics and econo- metrics of active labor market programs+Heckman, James J.; Lalonde, Robert.; Smith, Jeffrey A.+HDB LABOR EC A+1999::DUMMY ENDOGENOUS VARIABLES IN A SIMULTANEOUS EQUATION SYSTEM+HECKMAN, JJ+ECONOMETRICA+1978::STATISTICS AND CAUSAL INFERENCE+HOLLAND, PW+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+DEC 1986::Toward causal inference with interference+Hudgens, Michael G.; Halloran, M. Elizabeth+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+JUN 2008::Recent Developments in the Econometrics of Program Evaluation+Imbens, Guido W.; Wooldridge, Jeffrey M.+JOURNAL OF ECONOMIC LITERATURE+MAR 2009::PSMATCH2: Stata Module to Perform Full Mahalanobis and Propensity Score Matching, Common Support Graphing, and Covariate Imbalance Testing+Leuven, E; Sianesi, B.+Statistical Software Components S432001+2003::Interference between units in randomized experiments+Rosenbaum, Paul R.+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+MAR 2007::BAYESIAN-INFERENCE FOR CAUSAL EFFECTS - ROLE OF RANDOMIZATION+RUBIN, DB+ANNALS OF STATISTICS+1978::ESTIMATING CAUSAL EFFECTS OF TREATMENTS IN RANDOMIZED AND NONRANDOMIZED STUDIES+RUBIN, DB+JOURNAL OF EDUCATIONAL PSYCHOLOGY+1974::What do randomized studies of housing mobility demonstrate?: Causal inference in the face of interference+Sobel, Michael E.+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+DEC 2006::diff: Stata module to perform differences in differences estimation+Villa, J. M.+Statistical Software Components S457083+2009::no title+Wooldridge, J.M.+Introductory Econometrics: A Modern Approach+2013::Econometric Analysis of Cross Section and Panel Data, 2nd Edition+Wooldridge, JM+ECONOMETRIC ANALYSIS OF CROSS SECTION AND PANEL DATA, 2ND EDITION+2010"
Obtaining critical values for test of Markov regime switching,STATA JOURNAL,NO DOI,2014,5,0,"For Markov regime-switching models, a nonstandard test statistic must be used to test for the possible presence of multiple regimes. Carter and Steigerwald (2013, Journal of Econometric Methods 2: 25-34) derive the analytic steps needed to implement the Markov regime-switching test proposed by Cho and White (2007, Econometrica 75: 1671-1720). We summarize the implementation steps and address the computational issues that arise. We then introduce a new command to compute regime-switching critical values, rscv, and present it in the context of empirical research.","st0347,rscv,Markov regime switching",,"Bostwick, Valerie K.@Univ Calif Santa Barbara, Dept Econ, Santa Barbara, CA 93106 USA::Steigerwald, Douglas G.@Univ Calif Santa Barbara, Dept Econ, Santa Barbara, CA 93106 USA","Bostwick, Valerie K.@University of California System@University of California Santa Barbara::Steigerwald, Douglas G.@University of California System@University of California Santa Barbara",not exist,"Geography and poverty traps+Bloom, DE; Canning, D; Sevilla, J+JOURNAL OF ECONOMIC GROWTH+DEC 2003::Obtaining critical values for test of Markov regime switching+Bostwick, V. K.; Steigerwald, D. G.+EC WORKING PAPER SER+2012::Markov regime-switching tests: Asymptotic critical values+Carter, A. V.+Journal of Econometric Methods+2013::Testing for Regime Switching: A Comment+Carter, Andrew V.; Steigerwald, Douglas G.+ECONOMETRICA+JUL 2012::Testing for regime switching+Cho, Jin Seo; White, Halbert+ECONOMETRICA+NOV 2007"
A command for significance and power to test for the existence of a unique most probable category,STATA JOURNAL,NO DOI,2014,7,0,"The analysis of multinomial data often includes the following question of interest: Is a particular category the most populous (that is, does it have the largest probability)? Berry (2001, Journal of Statistical Planning and Inference 99: 175-182) developed a likelihood-ratio test for assessing the evidence for the existence of a unique most probable category. Nettleton (2009, Journal of the American Statistical Association 104: 1052-1059) developed a likelihood-ratio test for testing whether a particular category was most probable, showed that the test was an example of an intersection-union test, and proposed other intersection-union tests for testing whether a particular category was most probable. He extended his likelihood-ratio test to the existence of a unique most probable category and showed that his test was equivalent to the test developed by Berry (2001, Journal of Statistical Planning and Inference 99: 175-182). Nettleton (2009, Journal of the American Statistical Association 104: 1052-1059) showed that the likelihood ratio for identifying a unique most probable cell could be viewed as a union-intersection test. The purpose of this article is to survey different methods and present a command, cellsupremacy, for the analysis of multinomial data as it pertains to identifying the significantly most probable category; the article also presents a command for sample-size calculations and power analyses, power_cellsupremacy, that is useful for planning multinomial data studies.","st0348,cellsupremacy,cellsupremacyi,power_cellsupremacy,most probable category,multinomial data,cell supremacy,cell inferiority",WOMEN,"Fellman, Bryan M.@Univ Texas MD Anderson Canc Ctr, Dept Biostat, Houston, TX 77030 USA::Ensor, Joe@Univ Texas MD Anderson Canc Ctr, Dept Biostat, Houston, TX 77030 USA","Fellman, Bryan M.@UTMD Anderson Cancer Center@University of Texas System::Ensor, Joe@UTMD Anderson Cancer Center@University of Texas System","Ensor, Joe@http://orcid.org/0000-0003-3533-4388","SELECTING LEAST PROBABLE MULTINOMIAL EVENT+ALAM, K; THOMPSON, JR+ANNALS OF MATHEMATICAL STATISTICS+1972::On the existence of a unique most probable category+Berry, JC+JOURNAL OF STATISTICAL PLANNING AND INFERENCE+DEC 2 2001::Testing Supremacy or Inferiority of Multinomial Cell Probabilities with Application to Biting Preferences of Loggerhead Marine Turtles+Farcomeni, Alessio+COMMUNICATIONS IN STATISTICS-THEORY AND METHODS+2012::POWER AND SAMPLE-SIZE FOR APPROXIMATE CHI-SQUARE TESTS+GUENTHER, WC+AMERICAN STATISTICIAN+1977::Women in an infertility survey responded more by mail but preferred a choice: randomized controlled trial+Morris, Melanie; Edwards, Phil; Doyle, Pat; et al.+JOURNAL OF CLINICAL EPIDEMIOLOGY+FEB 2013::Testing for the Supremacy of a Multinomial Cell Probability+Nettleton, Dan+JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION+SEP 2009::Use of human papillomavirus vaccines among young adult women in the United States: An analysis of the 2008 National Health Interview Survey+Price, Rebecca Anhang; Tiro, Jasmin A.; Saraiya, Mona; et al.+CANCER+DEC 15 2011"
